global_step,acceptance_step,task_id,prompt_idx,sample_idx,reward,num_calls,timeout,done,finish_reason,classes
16,16,task_004566_9720e74f,4,146,0.0,13,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_004566_9720e74f,4,147,0.0,59,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;SUSPECT:exit0_with_failure_in_same_call
16,16,task_004566_9720e74f,4,148,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_004566_9720e74f,4,149,0.0,38,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout
16,16,task_004566_9720e74f,4,150,1.0,38,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
16,16,task_004566_9720e74f,4,151,0.0,49,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout
16,16,task_004566_9720e74f,4,152,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
16,16,task_004566_9720e74f,4,153,1.0,47,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
16,16,task_004566_9720e74f,4,154,0.0,47,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;TEXTUAL:tool_call_timeout_textual
16,16,task_004566_9720e74f,4,155,0.0,33,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout
16,16,task_004566_9720e74f,4,156,1.0,45,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_004566_9720e74f,4,157,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_004566_9720e74f,4,158,0.0,27,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;SUSPECT:exit0_with_failure_in_same_call
16,16,task_004566_9720e74f,4,159,1.0,58,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,160,0.0,12,0,1,stop,BASELINE:failure_text
16,16,task_003753_0602e9c3,5,161,0.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,162,0.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,163,0.0,20,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,164,0.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,165,1.0,16,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,166,0.0,18,0,1,stop,BASELINE:failure_text
16,16,task_003753_0602e9c3,5,167,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,168,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,169,0.0,22,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,170,0.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,171,0.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,172,0.0,13,0,1,stop,BASELINE:failure_text
16,16,task_003753_0602e9c3,5,173,0.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,174,1.0,39,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,175,0.0,12,0,1,stop,BASELINE:failure_text
16,16,task_003753_0602e9c3,5,176,0.0,20,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,177,0.0,13,0,1,stop,BASELINE:failure_text
16,16,task_003753_0602e9c3,5,178,0.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,179,0.0,21,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,180,1.0,11,0,1,stop,BASELINE:failure_text
16,16,task_003753_0602e9c3,5,181,0.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,182,0.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,183,0.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,184,0.0,14,0,1,stop,BASELINE:failure_text
16,16,task_003753_0602e9c3,5,185,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,186,0.0,13,0,1,stop,BASELINE:failure_text
16,16,task_003753_0602e9c3,5,187,0.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,188,0.0,20,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,189,0.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,190,0.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_003753_0602e9c3,5,191,0.0,15,0,1,stop,BASELINE:failure_text
16,16,task_006877_ce682b1d,6,192,1.0,51,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,193,1.0,28,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,194,1.0,27,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,195,1.0,22,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,196,1.0,55,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,197,1.0,33,0,1,stop,BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,198,1.0,46,0,1,stop,BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,199,1.0,54,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,200,1.0,58,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,201,1.0,40,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
16,16,task_006877_ce682b1d,6,202,1.0,37,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,203,1.0,36,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,204,1.0,53,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
16,16,task_006877_ce682b1d,6,205,1.0,34,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,206,1.0,51,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
16,16,task_006877_ce682b1d,6,207,0.0,33,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,208,1.0,34,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,209,1.0,40,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
16,16,task_006877_ce682b1d,6,210,1.0,30,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,211,0.0,43,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,212,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
16,16,task_006877_ce682b1d,6,213,1.0,40,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,214,1.0,38,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,215,1.0,51,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,216,0.0,64,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,217,1.0,45,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,218,1.0,53,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,219,1.0,37,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,220,0.0,38,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,221,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
16,16,task_006877_ce682b1d,6,222,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_006877_ce682b1d,6,223,1.0,31,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,224,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,225,1.0,20,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,226,1.0,19,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,227,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,228,1.0,17,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,229,1.0,17,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,230,1.0,21,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,231,0.0,21,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,232,1.0,30,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,233,1.0,17,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,234,1.0,25,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,235,1.0,24,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,236,1.0,25,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,237,0.0,64,0,0,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,238,1.0,24,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,239,1.0,18,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,240,0.0,13,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,241,1.0,16,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,242,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,243,1.0,32,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,244,0.0,15,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,245,0.0,7,0,0,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,246,1.0,15,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,247,1.0,23,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,248,1.0,22,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,249,1.0,22,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,250,1.0,22,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,251,1.0,18,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,252,0.0,31,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,253,1.0,14,0,1,stop,BASELINE:failure_text
16,16,task_002675_8d9ca7be,7,254,1.0,27,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
16,16,task_002675_8d9ca7be,7,255,0.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,0,0.0,8,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,1,0.0,9,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,2,0.0,11,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,3,0.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,4,1.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,5,1.0,14,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,6,0.0,11,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,7,0.0,12,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,8,0.0,8,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,9,1.0,11,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,10,0.0,11,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,11,0.0,10,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,12,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,13,0.0,8,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,14,0.0,13,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,15,0.0,9,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,16,1.0,24,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,17,0.0,9,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,18,1.0,23,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,19,0.0,7,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,20,0.0,12,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,21,0.0,9,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,22,1.0,16,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,23,0.0,16,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,24,0.0,12,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,25,0.0,7,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,26,1.0,14,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,27,0.0,13,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,28,0.0,9,0,1,stop,BASELINE:failure_text
17,17,task_002778_2824218a,0,29,0.0,10,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,30,0.0,9,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_002778_2824218a,0,31,0.0,9,0,1,stop,BASELINE:failure_text
17,17,task_008408_f962b456,1,32,1.0,46,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,33,1.0,64,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,34,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,35,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,36,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,37,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
17,17,task_008408_f962b456,1,38,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,39,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
17,17,task_008408_f962b456,1,40,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
17,17,task_008408_f962b456,1,41,1.0,64,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
17,17,task_008408_f962b456,1,42,1.0,42,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
17,17,task_008408_f962b456,1,43,1.0,23,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,44,1.0,55,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,45,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,46,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,47,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,48,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,49,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,50,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
17,17,task_008408_f962b456,1,51,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,52,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
17,17,task_008408_f962b456,1,53,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error;SUSPECT:exit0_with_failure_in_same_call
17,17,task_008408_f962b456,1,54,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
17,17,task_008408_f962b456,1,55,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,56,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,57,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,58,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,59,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,60,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,61,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:transport_error
17,17,task_008408_f962b456,1,62,1.0,49,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_008408_f962b456,1,63,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,64,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,65,1.0,17,0,1,stop,
17,17,task_009280_e97f5e7c,2,66,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,67,1.0,18,0,1,stop,BASELINE:failure_text
17,17,task_009280_e97f5e7c,2,68,1.0,38,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,69,1.0,16,0,1,stop,
17,17,task_009280_e97f5e7c,2,70,1.0,19,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,71,1.0,23,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,72,1.0,22,0,1,stop,
17,17,task_009280_e97f5e7c,2,73,1.0,17,0,1,stop,
17,17,task_009280_e97f5e7c,2,74,1.0,21,0,1,stop,
17,17,task_009280_e97f5e7c,2,75,1.0,32,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,76,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,77,1.0,13,0,1,stop,
17,17,task_009280_e97f5e7c,2,78,1.0,17,0,1,stop,
17,17,task_009280_e97f5e7c,2,79,1.0,19,0,1,stop,BASELINE:failure_text
17,17,task_009280_e97f5e7c,2,80,1.0,18,0,1,stop,
17,17,task_009280_e97f5e7c,2,81,1.0,16,0,1,stop,
17,17,task_009280_e97f5e7c,2,82,1.0,20,0,1,stop,
17,17,task_009280_e97f5e7c,2,83,1.0,13,0,1,stop,
17,17,task_009280_e97f5e7c,2,84,1.0,14,0,1,stop,
17,17,task_009280_e97f5e7c,2,85,1.0,16,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,86,1.0,12,0,1,stop,
17,17,task_009280_e97f5e7c,2,87,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,88,1.0,16,0,1,stop,
17,17,task_009280_e97f5e7c,2,89,1.0,14,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,90,0.0,16,0,1,stop,BASELINE:failure_text
17,17,task_009280_e97f5e7c,2,91,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,92,1.0,19,0,1,stop,BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,93,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,94,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_009280_e97f5e7c,2,95,1.0,21,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,96,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,97,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,98,0.0,25,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,99,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,100,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,101,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,102,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call;SUSPECT:zero_reward_though_final_tests_passed
17,17,task_001615_672d967e,3,103,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,104,0.0,20,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;TEXTUAL:tool_call_timeout_textual
17,17,task_001615_672d967e,3,105,0.0,33,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;TEXTUAL:tool_call_timeout_textual
17,17,task_001615_672d967e,3,106,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
17,17,task_001615_672d967e,3,107,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit;SUSPECT:exit0_with_failure_in_same_call
17,17,task_001615_672d967e,3,108,1.0,47,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,109,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,110,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,111,0.0,56,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,112,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,113,0.0,28,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;INFRA:rollout_walltime;TEXTUAL:tool_call_timeout_textual
17,17,task_001615_672d967e,3,114,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,115,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,116,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,117,0.0,43,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout
17,17,task_001615_672d967e,3,118,0.0,55,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;INFRA:rollout_walltime;TEXTUAL:tool_call_timeout_textual
17,17,task_001615_672d967e,3,119,0.0,51,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,120,0.0,48,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout
17,17,task_001615_672d967e,3,121,0.0,16,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,122,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,123,0.0,39,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;SUSPECT:exit0_with_failure_in_same_call;TEXTUAL:tool_call_timeout_textual
17,17,task_001615_672d967e,3,124,0.0,64,0,0,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_001615_672d967e,3,125,0.0,4,1,1,stop,INFRA:marked_timeout;TEXTUAL:tool_call_timeout_textual
17,17,task_001615_672d967e,3,126,0.0,20,1,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit;INFRA:marked_timeout;TEXTUAL:tool_call_timeout_textual
17,17,task_001615_672d967e,3,127,0.0,54,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,128,1.0,17,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,129,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,130,1.0,26,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,131,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,132,1.0,28,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,133,1.0,12,0,1,stop,
17,17,task_005352_67330361,4,134,1.0,37,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,135,1.0,18,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,136,1.0,15,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
17,17,task_005352_67330361,4,137,1.0,29,0,1,stop,BASELINE:failure_text;BASELINE:nonzero_exit
